GPPractice/Area,Year,Age,Sex,AreaType,PracticeCode,PatientCount_Asthma,PatientCount_Atrial Fibrillation,PatientCount_Cancer,PatientCount_Chronic Kidney Disease (CKD),PatientCount_Chronic Obstructive Pulmonary Disease (COPD),PatientCount_Coronary Heart Disease (CHD),PatientCount_Dementia,PatientCount_Depression,PatientCount_Diabetes,PatientCount_Eating Disorder,PatientCount_Epilepsy,PatientCount_Heart Failure,PatientCount_Hypertension,PatientCount_Mental Health,PatientCount_Osteoporosis,PatientCount_Palliative Care,PatientCount_Peripheral Arterial Disease (PAD),PatientCount_Rheumatoid Arthritis,PatientCount_Stroke and TIA,Rate_Asthma,Rate_Atrial Fibrillation,Rate_Cancer,Rate_Chronic Kidney Disease (CKD),Rate_Chronic Obstructive Pulmonary Disease (COPD),Rate_Coronary Heart Disease (CHD),Rate_Dementia,Rate_Depression,Rate_Diabetes,Rate_Eating Disorder,Rate_Epilepsy,Rate_Heart Failure,Rate_Hypertension,Rate_Mental Health,Rate_Osteoporosis,Rate_Palliative Care,Rate_Peripheral Arterial Disease (PAD),Rate_Rheumatoid Arthritis,Rate_Stroke and TIA
NHS Shetland,2024,55-59,All,Board,,163,24,59,38,36,66,0,364,111,13,21,15,386,34,20,5,10,31,30,9.3,1.4,3.4,2.2,2.1,3.8,0,20.7,6.3,0.7,1.2,0.9,22,1.9,1.1,0.3,0.6,1.8,1.7
NHS Shetland,2024,60-64,All,Board,,176,58,112,70,64,97,0,335,172,14,32,31,517,19,33,10,28,23,67,10.5,3.5,6.7,4.2,3.8,5.8,0,20.1,10.3,0.8,1.9,1.9,31,1.1,2,0.6,1.7,1.4,4
NHS Shetland,2024,65-69,All,Board,,138,73,140,99,56,130,5,275,157,5,23,36,569,22,64,15,28,25,57,9.5,5,9.6,6.8,3.8,8.9,0.3,18.8,10.8,0.3,1.6,2.5,39,1.5,4.4,1,1.9,1.7,3.9
NHS Shetland,2024,70-74,All,Board,,116,95,142,136,68,134,10,181,185,5,15,46,678,15,72,20,33,28,97,9.2,7.5,11.2,10.7,5.4,10.6,0.8,14.3,14.6,0.4,1.2,3.6,53.6,1.2,5.7,1.6,2.6,2.2,7.7
NHS Shetland,2024,75-79,All,Board,,118,124,182,213,67,159,38,137,163,0,15,46,626,20,82,16,38,30,78,10.7,11.2,16.5,19.3,6.1,14.4,3.4,12.4,14.8,0,1.4,4.2,56.7,1.8,7.4,1.4,3.4,2.7,7.1
NHS Shetland,2024,80-84,All,Board,,75,136,146,192,60,157,50,95,124,0,17,77,485,10,82,24,30,21,106,10,18.1,19.4,25.5,8,20.8,6.6,12.6,16.5,0,2.3,10.2,64.4,1.3,10.9,3.2,4,2.8,14.1
NHS Shetland,2024,85plus,All,Board,,38,151,108,211,38,126,80,60,92,0,10,88,392,10,78,30,24,24,102,6.6,26.4,18.8,36.8,6.6,22,14,10.5,16.1,0,1.7,15.4,68.4,1.7,13.6,5.2,4.2,4.2,17.8
NHS Shetland,2024,All,All,Board,,2074,698,1007,999,418,917,192,3466,1282,169,310,357,4236,274,456,116,201,243,587,8.9,3,4.3,4.3,1.8,3.9,0.8,14.9,5.5,0.7,1.3,1.5,18.2,1.2,2,0.5,0.9,1,2.5
NHS Shetland,2025,00-4,All,Board,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Shetland,2025,05-9,All,Board,,102,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
NHS Shetland,2025,10-14,All,Board,,128,0,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0.7,0.4,0.7,0,0,0,0,0,0,0.4,0
NHS Shetland,2025,15-19,All,Board,,99,0,0,0,0,0,0,34,5,10,10,0,5,0,0,0,0,0,0,7.3,0,0,0,0,0,0,2.5,0.4,0.7,0.7,0,0.4,0,0,0,0,0,0
NHS Shetland,2025,20-24,All,Board,,88,0,0,0,0,0,0,112,10,12,10,0,5,5,0,0,0,5,0,8.8,0,0,0,0,0,0,11.3,1,1.2,1,0,0.5,0.5,0,0,0,0.5,0
NHS Shetland,2025,25-29,All,Board,,100,0,5,0,0,0,0,242,10,10,16,0,5,10,0,0,0,0,0,8.1,0,0.4,0,0,0,0,19.7,0.8,0.8,1.3,0,0.4,0.8,0,0,0,0,0
NHS Shetland,2025,30-34,All,Board,,125,5,10,0,0,0,0,315,20,17,24,5,19,27,5,0,0,10,5,8.7,0.3,0.7,0,0,0,0,22,1.4,1.2,1.7,0.3,1.3,1.9,0.3,0,0,0.7,0.3
NHS Shetland,2025,35-39,All,Board,,119,0,15,5,0,5,0,329,26,19,22,0,42,23,0,0,0,5,5,7.9,0,1,0.3,0,0.3,0,21.8,1.7,1.3,1.5,0,2.8,1.5,0,0,0,0.3,0.3
NHS Shetland,2025,40-44,All,Board,,130,5,18,5,5,0,0,310,45,23,22,5,97,19,5,0,5,5,5,9,0.3,1.2,0.3,0.3,0,0,21.5,3.1,1.6,1.5,0.3,6.7,1.3,0.3,0,0.3,0.3,0.3
NHS Shetland,2025,45-49,All,Board,,158,10,25,5,5,10,0,306,54,16,26,5,149,28,5,0,5,12,10,10.9,0.7,1.7,0.3,0.3,0.7,0,21.1,3.7,1.1,1.8,0.3,10.3,1.9,0.3,0,0.3,0.8,0.7
NHS Shetland,2025,50-54,All,Board,,167,14,41,30,15,27,0,373,91,12,30,5,283,29,10,0,10,16,24,10.4,0.9,2.5,1.9,0.9,1.7,0,23.2,5.7,0.7,1.9,0.3,17.6,1.8,0.6,0,0.6,1,1.5
NHS Shetland,2025,55-59,All,Board,,176,32,67,44,37,66,0,378,115,14,25,16,382,36,18,0,5,23,28,10.2,1.9,3.9,2.5,2.1,3.8,0,21.9,6.7,0.8,1.4,0.9,22.1,2.1,1,0,0.3,1.3,1.6
NHS Shetland,2025,60-64,All,Board,,190,48,104,69,53,101,0,347,169,14,34,30,531,24,42,5,24,34,68,10.9,2.7,6,4,3,5.8,0,19.9,9.7,0.8,1.9,1.7,30.4,1.4,2.4,0.3,1.4,1.9,3.9
NHS Shetland,2025,65-69,All,Board,,138,85,139,103,54,138,5,264,161,5,22,44,576,22,71,10,26,30,60,9.6,5.9,9.6,7.1,3.7,9.6,0.3,18.3,11.1,0.3,1.5,3,39.9,1.5,4.9,0.7,1.8,2.1,4.2
NHS Shetland,2025,70-74,All,Board,,121,99,133,146,78,125,15,208,177,5,20,44,658,16,88,15,34,23,93,9.6,7.9,10.6,11.6,6.2,10,1.2,16.6,14.1,0.4,1.6,3.5,52.4,1.3,7,1.2,2.7,1.8,7.4
NHS Shetland,2025,75-79,All,Board,,119,117,194,223,74,183,39,139,173,0,10,60,674,21,91,20,43,33,92,10.2,10.1,16.7,19.2,6.4,15.7,3.4,12,14.9,0,0.9,5.2,58,1.8,7.8,1.7,3.7,2.8,7.9
NHS Shetland,2025,80-84,All,Board,,84,144,160,207,51,148,53,99,127,0,19,74,506,10,77,23,27,23,106,10.8,18.5,20.5,26.6,6.5,19,6.8,12.7,16.3,0,2.4,9.5,65,1.3,9.9,3,3.5,3,13.6
NHS Shetland,2025,85plus,All,Board,,44,153,109,218,45,138,84,66,101,0,10,95,412,15,81,27,28,24,117,7.2,25,17.8,35.6,7.4,22.5,13.7,10.8,16.5,0,1.6,15.5,67.3,2.5,13.2,4.4,4.6,3.9,19.1
NHS Shetland,2025,All,All,Board,,2100,716,1025,1054,422,944,200,3521,1296,171,310,380,4346,284,489,107,204,252,613,9,3.1,4.4,4.5,1.8,4,0.9,15.1,5.6,0.7,1.3,1.6,18.6,1.2,2.1,0.5,0.9,1.1,2.6
NHS Tayside,2022,00-4,All,Board,,164,0,5,0,0,0,0,0,5,10,41,10,0,0,0,0,0,0,10,1.1,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0,0,0,0,0,0,0.1
NHS Tayside,2022,05-9,All,Board,,643,0,15,0,0,0,0,0,43,15,99,5,5,0,5,0,0,5,15,3.4,0,0.1,0,0,0,0,0,0.2,0.1,0.5,0,0,0,0,0,0,0,0.1
NHS Tayside,2022,10-14,All,Board,,1111,0,24,0,5,0,0,26,80,31,139,0,10,0,0,0,0,10,15,5.4,0,0.1,0,0,0,0,0.1,0.4,0.1,0.7,0,0,0,0,0,0,0,0.1
NHS Tayside,2022,15-19,All,Board,,1006,0,32,0,5,0,0,414,116,129,170,10,29,29,0,0,0,17,10,5,0,0.2,0,0,0,0,2.1,0.6,0.6,0.8,0,0.1,0.1,0,0,0,0.1,0
NHS Tayside,2022,20-24,All,Board,,1370,5,42,5,5,0,0,1808,175,210,280,0,62,149,5,5,0,17,15,5.9,0,0.2,0,0,0,0,7.7,0.7,0.9,1.2,0,0.3,0.6,0,0,0,0.1,0.1
NHS Tayside,2022,25-29,All,Board,,1463,11,74,15,10,5,0,3028,229,216,298,5,85,240,16,5,5,34,27,6.1,0,0.3,0.1,0,0,0,12.6,1,0.9,1.2,0,0.4,1,0.1,0,0,0.1,0.1
NHS Tayside,2022,30-34,All,Board,,1513,10,141,16,15,10,0,3982,336,218,368,10,262,347,21,5,0,49,48,6.2,0,0.6,0.1,0.1,0,0,16.3,1.4,0.9,1.5,0,1.1,1.4,0.1,0,0,0.2,0.2
NHS Tayside,2022,35-39,All,Board,,1645,36,249,27,54,31,0,4683,462,216,386,15,456,420,32,10,10,79,72,6.7,0.1,1,0.1,0.2,0.1,0,19.2,1.9,0.9,1.6,0.1,1.9,1.7,0.1,0,0,0.3,0.3
NHS Tayside,2022,40-44,All,Board,,1738,44,304,38,95,93,0,4986,616,242,414,33,894,453,38,19,15,73,127,7.6,0.2,1.3,0.2,0.4,0.4,0,21.8,2.7,1.1,1.8,0.1,3.9,2,0.2,0.1,0.1,0.3,0.6
NHS Tayside,2022,45-49,All,Board,,1829,101,448,68,258,203,0,5236,824,221,388,54,1584,476,68,31,44,132,218,8.3,0.5,2,0.3,1.2,0.9,0,23.7,3.7,1,1.8,0.2,7.2,2.2,0.3,0.1,0.2,0.6,1
NHS Tayside,2022,50-54,All,Board,,2311,156,823,173,586,532,5,6477,1479,208,510,97,3376,537,179,40,107,200,398,8.8,0.6,3.1,0.7,2.2,2,0,24.7,5.6,0.8,1.9,0.4,12.9,2,0.7,0.2,0.4,0.8,1.5
NHS Tayside,2022,55-59,All,Board,,2396,365,1227,269,956,987,32,6841,2203,204,488,177,5167,515,452,64,202,267,700,8.6,1.3,4.4,1,3.4,3.5,0.1,24.6,7.9,0.7,1.8,0.6,18.6,1.8,1.6,0.2,0.7,1,2.5
NHS Tayside,2022,60-64,All,Board,,2170,555,1739,407,1334,1535,41,6083,2662,111,465,221,6633,474,827,107,359,348,1037,8.3,2.1,6.7,1.6,5.1,5.9,0.2,23.3,10.2,0.4,1.8,0.8,25.4,1.8,3.2,0.4,1.4,1.3,4
NHS Tayside,2022,65-69,All,Board,,1775,885,2061,703,1535,1976,136,4934,2888,69,399,350,7637,334,1101,113,447,348,1240,7.9,4,9.2,3.1,6.9,8.8,0.6,22,12.9,0.3,1.8,1.6,34.1,1.5,4.9,0.5,2,1.6,5.5
NHS Tayside,2022,70-74,All,Board,,1643,1336,2648,1320,1764,2408,288,4213,3123,53,356,509,9067,322,1538,181,605,423,1604,7.8,6.3,12.6,6.3,8.4,11.4,1.4,20,14.8,0.3,1.7,2.4,43.1,1.5,7.3,0.9,2.9,2,7.6
NHS Tayside,2022,75-79,All,Board,,1209,1690,2562,1660,1556,2553,551,2966,2654,18,249,591,8328,230,1688,178,631,369,1738,7.2,10.1,15.4,9.9,9.3,15.3,3.3,17.8,15.9,0.1,1.5,3.5,49.9,1.4,10.1,1.1,3.8,2.2,10.4
NHS Tayside,2022,80-84,All,Board,,772,1607,1934,1904,1172,2032,858,1832,1909,10,177,565,6304,182,1533,193,479,265,1577,7,14.6,17.6,17.3,10.7,18.5,7.8,16.7,17.4,0.1,1.6,5.1,57.4,1.7,13.9,1.8,4.4,2.4,14.3
NHS Tayside,2022,85plus,All,Board,,625,2087,1812,2914,903,2427,1591,1450,1651,5,148,744,6529,251,2006,330,487,219,2040,6,20,17.4,27.9,8.6,23.2,15.2,13.9,15.8,0,1.4,7.1,62.5,2.4,19.2,3.2,4.7,2.1,19.5
NHS Tayside,2022,All,All,Board,,25383,8886,16138,9520,10252,14793,3502,58960,21453,2183,5375,3394,56427,4959,9509,1285,3391,2850,10882,6.7,2.4,4.3,2.5,2.7,3.9,0.9,15.6,5.7,0.6,1.4,0.9,14.9,1.3,2.5,0.3,0.9,0.8,2.9
NHS Tayside,2023,00-4,All,Board,,184,0,5,0,0,0,0,0,5,10,39,5,0,0,0,0,0,0,10,1.1,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0.1
NHS Tayside,2023,05-9,All,Board,,802,0,15,0,0,0,0,0,36,25,122,5,5,0,0,0,0,5,15,3.9,0,0.1,0,0,0,0,0,0.2,0.1,0.6,0,0,0,0,0,0,0,0.1
NHS Tayside,2023,10-14,All,Board,,1226,0,15,0,5,0,0,20,80,45,165,0,5,0,5,0,0,10,15,5.5,0,0.1,0,0,0,0,0.1,0.4,0.2,0.7,0,0,0,0,0,0,0,0.1
NHS Tayside,2023,15-19,All,Board,,1111,0,36,0,5,0,0,416,135,144,188,10,33,26,0,0,0,20,10,5,0,0.2,0,0,0,0,1.9,0.6,0.6,0.8,0,0.1,0.1,0,0,0,0.1,0
NHS Tayside,2023,20-24,All,Board,,1437,5,51,5,5,0,0,1842,187,212,293,10,75,166,5,5,0,15,24,5.6,0,0.2,0,0,0,0,7.2,0.7,0.8,1.1,0,0.3,0.6,0,0,0,0.1,0.1
NHS Tayside,2023,25-29,All,Board,,1657,10,79,10,10,5,0,3192,262,237,353,10,115,250,17,5,5,33,33,6.1,0,0.3,0,0,0,0,11.8,1,0.9,1.3,0,0.4,0.9,0.1,0,0,0.1,0.1
NHS Tayside,2023,30-34,All,Board,,1744,16,153,27,19,17,0,4301,385,258,377,12,303,401,26,10,0,57,52,6.3,0.1,0.6,0.1,0.1,0.1,0,15.6,1.4,0.9,1.4,0,1.1,1.5,0.1,0,0,0.2,0.2
NHS Tayside,2023,35-39,All,Board,,1866,31,260,36,58,37,0,5075,550,246,428,22,592,477,39,10,10,86,82,6.8,0.1,0.9,0.1,0.2,0.1,0,18.4,2,0.9,1.6,0.1,2.1,1.7,0.1,0,0,0.3,0.3
NHS Tayside,2023,40-44,All,Board,,1914,61,337,55,119,120,0,5346,707,274,460,40,1078,483,35,19,15,92,154,7.4,0.2,1.3,0.2,0.5,0.5,0,20.8,2.8,1.1,1.8,0.2,4.2,1.9,0.1,0.1,0.1,0.4,0.6
NHS Tayside,2023,45-49,All,Board,,1900,101,466,70,257,199,0,5395,969,234,406,62,1695,507,63,28,37,132,231,8.1,0.4,2,0.3,1.1,0.9,0,23.1,4.2,1,1.7,0.3,7.3,2.2,0.3,0.1,0.2,0.6,1
NHS Tayside,2023,50-54,All,Board,,2475,180,831,190,632,574,5,6780,1598,217,514,118,3734,593,171,50,119,214,392,9,0.7,3,0.7,2.3,2.1,0,24.5,5.8,0.8,1.9,0.4,13.5,2.1,0.6,0.2,0.4,0.8,1.4
NHS Tayside,2023,55-59,All,Board,,2660,420,1332,323,1073,1017,29,7353,2443,218,540,204,5573,551,468,60,221,287,759,8.9,1.4,4.5,1.1,3.6,3.4,0.1,24.6,8.2,0.7,1.8,0.7,18.7,1.8,1.6,0.2,0.7,1,2.5
NHS Tayside,2023,60-64,All,Board,,2477,588,1904,497,1436,1685,36,6684,2985,161,505,248,7210,526,883,99,396,367,1162,8.6,2,6.6,1.7,5,5.9,0.1,23.2,10.4,0.6,1.8,0.9,25,1.8,3.1,0.3,1.4,1.3,4
NHS Tayside,2023,65-69,All,Board,,2035,978,2208,763,1664,2138,147,5379,3186,76,420,398,8346,369,1196,126,478,388,1365,8.3,4,9,3.1,6.8,8.7,0.6,21.9,13,0.3,1.7,1.6,34,1.5,4.9,0.5,1.9,1.6,5.6
NHS Tayside,2023,70-74,All,Board,,1728,1436,2751,1403,1863,2486,326,4467,3328,56,374,530,9496,331,1555,178,613,428,1645,7.8,6.5,12.5,6.4,8.4,11.3,1.5,20.2,15.1,0.3,1.7,2.4,43,1.5,7,0.8,2.8,1.9,7.4
NHS Tayside,2023,75-79,All,Board,,1414,1856,2960,1944,1712,2763,626,3394,3072,24,284,659,9401,278,1940,200,666,441,1981,7.4,9.8,15.6,10.2,9,14.5,3.3,17.9,16.2,0.1,1.5,3.5,49.4,1.5,10.2,1.1,3.5,2.3,10.4
NHS Tayside,2023,80-84,All,Board,,885,1737,2141,2094,1228,2180,950,1965,2071,10,198,626,6772,189,1574,187,508,293,1749,7.4,14.4,17.8,17.4,10.2,18.1,7.9,16.3,17.2,0.1,1.6,5.2,56.3,1.6,13.1,1.6,4.2,2.4,14.5
NHS Tayside,2023,85plus,All,Board,,699,2343,1979,3113,947,2557,1682,1590,1774,5,157,803,7022,231,2134,315,525,249,2135,6.2,20.8,17.6,27.6,8.4,22.7,14.9,14.1,15.7,0,1.4,7.1,62.3,2,18.9,2.8,4.7,2.2,18.9
NHS Tayside,2023,All,All,Board,,28214,9762,17526,10539,11038,15777,3803,63201,23775,2449,5823,3763,61458,5380,10109,1294,3600,3116,11806,6.8,2.4,4.2,2.5,2.7,3.8,0.9,15.3,5.7,0.6,1.4,0.9,14.8,1.3,2.4,0.3,0.9,0.8,2.9
NHS Tayside,2024,00-4,All,Board,,168,0,5,0,0,0,0,0,10,10,32,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0
NHS Tayside,2024,05-9,All,Board,,948,0,20,0,5,0,0,0,32,30,111,5,5,0,0,0,0,5,15,4.6,0,0.1,0,0,0,0,0,0.2,0.1,0.5,0,0,0,0,0,0,0,0.1
NHS Tayside,2024,10-14,All,Board,,1268,0,15,5,0,0,0,18,85,42,159,5,10,0,5,0,0,10,10,5.6,0,0.1,0,0,0,0,0.1,0.4,0.2,0.7,0,0,0,0,0,0,0,0
NHS Tayside,2024,15-19,All,Board,,1153,0,43,0,5,0,0,416,141,166,226,10,30,25,0,0,0,21,11,4.9,0,0.2,0,0,0,0,1.8,0.6,0.7,1,0,0.1,0.1,0,0,0,0.1,0
NHS Tayside,2024,20-24,All,Board,,1411,0,56,10,10,0,0,1786,198,213,298,10,70,168,5,5,0,24,30,5.4,0,0.2,0,0,0,0,6.9,0.8,0.8,1.1,0,0.3,0.6,0,0,0,0.1,0.1
NHS Tayside,2024,25-29,All,Board,,1653,11,96,15,10,5,0,3161,280,232,365,5,154,272,12,10,5,43,36,5.9,0,0.3,0.1,0,0,0,11.3,1,0.8,1.3,0,0.6,1,0,0,0,0.2,0.1
NHS Tayside,2024,30-34,All,Board,,1842,19,153,33,19,21,0,4426,412,253,371,21,332,422,18,10,0,57,57,6.4,0.1,0.5,0.1,0.1,0.1,0,15.4,1.4,0.9,1.3,0.1,1.2,1.5,0.1,0,0,0.2,0.2
NHS Tayside,2024,35-39,All,Board,,1919,33,278,33,70,38,0,5178,565,265,455,25,672,480,43,15,10,85,99,6.7,0.1,1,0.1,0.2,0.1,0,18,2,0.9,1.6,0.1,2.3,1.7,0.1,0.1,0,0.3,0.3
NHS Tayside,2024,40-44,All,Board,,2005,65,360,59,143,106,0,5588,778,272,456,36,1153,513,43,16,15,110,136,7.4,0.2,1.3,0.2,0.5,0.4,0,20.5,2.9,1,1.7,0.1,4.2,1.9,0.2,0.1,0.1,0.4,0.5
NHS Tayside,2024,45-49,All,Board,,1929,110,455,80,280,208,0,5472,1058,235,430,74,1877,519,62,21,40,131,247,8,0.5,1.9,0.3,1.2,0.9,0,22.8,4.4,1,1.8,0.3,7.8,2.2,0.3,0.1,0.2,0.5,1
NHS Tayside,2024,50-54,All,Board,,2467,194,842,191,604,565,5,6646,1608,245,510,132,3697,573,153,43,106,204,402,9,0.7,3.1,0.7,2.2,2.1,0,24.2,5.9,0.9,1.9,0.5,13.5,2.1,0.6,0.2,0.4,0.7,1.5
NHS Tayside,2024,55-59,All,Board,,2701,412,1417,353,1090,1036,25,7465,2542,215,535,221,5838,588,454,66,213,290,785,8.9,1.4,4.7,1.2,3.6,3.4,0.1,24.7,8.4,0.7,1.8,0.7,19.3,1.9,1.5,0.2,0.7,1,2.6
NHS Tayside,2024,60-64,All,Board,,2529,657,1913,566,1482,1709,48,6938,3131,175,514,266,7554,544,896,103,392,380,1219,8.5,2.2,6.4,1.9,5,5.7,0.2,23.3,10.5,0.6,1.7,0.9,25.4,1.8,3,0.3,1.3,1.3,4.1
NHS Tayside,2024,65-69,All,Board,,2174,1009,2348,813,1711,2185,130,5628,3387,85,430,422,8647,388,1267,127,506,403,1377,8.5,3.9,9.2,3.2,6.7,8.5,0.5,21.9,13.2,0.3,1.7,1.6,33.7,1.5,4.9,0.5,2,1.6,5.4
NHS Tayside,2024,70-74,All,Board,,1801,1459,2819,1418,1894,2499,336,4585,3373,63,372,534,9523,332,1556,161,581,417,1730,8,6.5,12.6,6.3,8.4,11.1,1.5,20.4,15,0.3,1.7,2.4,42.5,1.5,6.9,0.7,2.6,1.9,7.7
NHS Tayside,2024,75-79,All,Board,,1541,1962,3185,2167,1791,2811,654,3651,3223,29,319,695,9861,283,2046,238,693,472,2033,7.8,9.9,16,10.9,9,14.1,3.3,18.4,16.2,0.1,1.6,3.5,49.6,1.4,10.3,1.2,3.5,2.4,10.2
NHS Tayside,2024,80-84,All,Board,,926,1832,2227,2161,1225,2233,984,2043,2169,11,200,648,6986,192,1586,187,499,284,1767,7.4,14.7,17.8,17.3,9.8,17.9,7.9,16.3,17.4,0.1,1.6,5.2,55.9,1.5,12.7,1.5,4,2.3,14.1
NHS Tayside,2024,85plus,All,Board,,752,2440,2108,3208,957,2566,1749,1670,1846,5,172,870,7154,220,2200,324,497,251,2201,6.4,20.9,18.1,27.5,8.2,22,15,14.3,15.8,0,1.5,7.5,61.3,1.9,18.9,2.8,4.3,2.2,18.9
NHS Tayside,2024,All,All,Board,,29187,10203,18335,11110,11297,15986,3932,64674,24838,2548,5955,3983,63565,5520,10349,1328,3560,3183,12161,6.9,2.4,4.3,2.6,2.7,3.8,0.9,15.2,5.8,0.6,1.4,0.9,14.9,1.3,2.4,0.3,0.8,0.7,2.9
NHS Tayside,2025,00-4,All,Board,,112,0,5,0,5,0,0,0,5,10,37,5,0,0,0,0,0,0,5,0.6,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0
NHS Tayside,2025,05-9,All,Board,,981,0,15,0,5,0,0,5,36,34,113,10,5,0,0,0,0,5,10,4.6,0,0.1,0,0,0,0,0,0.2,0.2,0.5,0,0,0,0,0,0,0,0
NHS Tayside,2025,10-14,All,Board,,1379,0,15,5,5,0,0,17,103,49,167,0,10,0,5,5,0,5,10,5.8,0,0.1,0,0,0,0,0.1,0.4,0.2,0.7,0,0,0,0,0,0,0,0
NHS Tayside,2025,15-19,All,Board,,1183,0,38,0,0,0,0,375,146,157,248,10,33,28,5,0,0,21,18,4.8,0,0.2,0,0,0,0,1.5,0.6,0.6,1,0,0.1,0.1,0,0,0,0.1,0.1
NHS Tayside,2025,20-24,All,Board,,1369,5,59,10,10,0,0,1632,194,219,306,10,79,145,0,5,0,24,30,5.1,0,0.2,0,0,0,0,6.1,0.7,0.8,1.1,0,0.3,0.5,0,0,0,0.1,0.1
NHS Tayside,2025,25-29,All,Board,,1738,10,91,15,15,5,0,3272,313,251,379,5,159,300,15,5,5,38,35,5.9,0,0.3,0.1,0.1,0,0,11.1,1.1,0.9,1.3,0,0.5,1,0.1,0,0,0.1,0.1
NHS Tayside,2025,30-34,All,Board,,1890,22,160,34,24,20,0,4564,435,251,420,26,358,422,17,10,0,62,61,6.1,0.1,0.5,0.1,0.1,0.1,0,14.8,1.4,0.8,1.4,0.1,1.2,1.4,0.1,0,0,0.2,0.2
NHS Tayside,2025,35-39,All,Board,,2043,34,284,38,63,42,0,5436,644,279,472,30,791,512,42,10,10,84,107,6.7,0.1,0.9,0.1,0.2,0.1,0,17.8,2.1,0.9,1.5,0.1,2.6,1.7,0.1,0,0,0.3,0.3
NHS Tayside,2025,40-44,All,Board,,2141,77,403,70,144,106,5,5899,893,272,488,48,1292,546,51,20,16,122,162,7.2,0.3,1.4,0.2,0.5,0.4,0,19.9,3,0.9,1.6,0.2,4.4,1.8,0.2,0.1,0.1,0.4,0.5
NHS Tayside,2025,45-49,All,Board,,2083,108,488,83,286,216,0,5672,1157,256,455,72,2020,530,72,22,31,146,246,8.1,0.4,1.9,0.3,1.1,0.8,0,22.1,4.5,1,1.8,0.3,7.9,2.1,0.3,0.1,0.1,0.6,1
NHS Tayside,2025,50-54,All,Board,,2484,195,819,201,623,558,5,6736,1685,253,518,135,3744,614,157,47,101,206,432,8.9,0.7,2.9,0.7,2.2,2,0,24.2,6.1,0.9,1.9,0.5,13.5,2.2,0.6,0.2,0.4,0.7,1.6
NHS Tayside,2025,55-59,All,Board,,2856,430,1465,373,1116,1077,15,7602,2757,227,562,231,6211,597,439,62,214,312,791,9.2,1.4,4.7,1.2,3.6,3.5,0,24.5,8.9,0.7,1.8,0.7,20,1.9,1.4,0.2,0.7,1,2.6
NHS Tayside,2025,60-64,All,Board,,2830,745,2052,624,1564,1812,61,7458,3506,193,559,315,8229,598,927,118,399,400,1308,8.9,2.3,6.5,2,4.9,5.7,0.2,23.5,11,0.6,1.8,1,25.9,1.9,2.9,0.4,1.3,1.3,4.1
NHS Tayside,2025,65-69,All,Board,,2346,1061,2547,855,1821,2301,125,6024,3827,102,445,404,9307,442,1318,143,534,412,1573,8.5,3.8,9.2,3.1,6.6,8.3,0.5,21.8,13.8,0.4,1.6,1.5,33.7,1.6,4.8,0.5,1.9,1.5,5.7
NHS Tayside,2025,70-74,All,Board,,1909,1490,2936,1463,1929,2559,334,4738,3629,64,406,556,9769,335,1646,178,580,427,1748,8.2,6.4,12.7,6.3,8.3,11,1.4,20.4,15.6,0.3,1.7,2.4,42.1,1.4,7.1,0.8,2.5,1.8,7.5
NHS Tayside,2025,75-79,All,Board,,1692,2130,3334,2297,1868,2951,707,3914,3556,39,359,776,10551,303,2191,245,720,502,2191,8,10,15.7,10.8,8.8,13.9,3.3,18.4,16.7,0.2,1.7,3.7,49.7,1.4,10.3,1.2,3.4,2.4,10.3
NHS Tayside,2025,80-84,All,Board,,975,1943,2472,2248,1281,2295,1022,2182,2338,13,193,647,7367,199,1675,184,504,327,1835,7.3,14.6,18.6,16.9,9.6,17.3,7.7,16.4,17.6,0.1,1.5,4.9,55.4,1.5,12.6,1.4,3.8,2.5,13.8
NHS Tayside,2025,85plus,All,Board,,807,2587,2247,3358,1007,2632,1837,1743,2037,10,192,923,7523,233,2314,372,494,268,2342,6.5,20.8,18.1,27.1,8.1,21.2,14.8,14,16.4,0.1,1.5,7.4,60.6,1.9,18.6,3,4,2.2,18.9
NHS Tayside,2025,All,All,Board,,30818,10839,19430,11673,11765,16582,4114,67266,27263,2675,6319,4206,67451,5804,10872,1431,3609,3364,12910,6.9,2.4,4.3,2.6,2.6,3.7,0.9,15,6.1,0.6,1.4,0.9,15,1.3,2.4,0.3,0.8,0.8,2.9
NHS Western Isles,2022,00-4,All,Board,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
